StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1 ID,Q33,Q34,Q35,Q36,Q42,Q43,Q45,Q32,Q58,Q61,Q53,Q54,Q31,Q32,Q34,Q37,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q2_1,Q2_2,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q49,Q63
2023-05-17 09:05:12,2023-05-17 09:06:39,1,,100,87,1,2023-05-17 09:06:41,R_125AsOSvzeDhAvZ,,,,,40.6439,22.9358,preview,EN,1,002,2,1,4,3,2,4,4,sdfsf,24,17,22,,3,32,3,4,1,7,3,5,4,6,2,3,6,2,8,7,4,5,1,29,28,28,27,29,30,28,28,30,25
2023-05-17 09:38:28,2023-05-17 09:43:45,0,128.240.225.3,100,316,1,2023-05-17 09:43:46,R_3LZ67Liat4ZUAoA,,,,,54.9881,-1.6194,anonymous,EN,0.8999999761581421,012,6,5,1,6,5,5,5,"After having recent struggles with my weight, I am prioritising high calorie and high protein meals to maintain a healthy weight. This is being prioritised above eating less meat and eating more sustainably sourced foods, but as I become a more stable weight, I will slowly try to make small changes  to improve my foodprint",27,19,26,,5,34,5,5,7,4,1,6,5,2,3,7,4,2,1,5,8,6,3,32,32,32,32,31,32,31,32,32,27
2023-05-17 13:19:27,2023-05-17 13:29:25,0,128.240.225.44,100,598,1,2023-05-17 13:29:26,R_2alB3gHLREV9q6K,,,,,54.9881,-1.6194,anonymous,EN,1,014,7,6,1,6,6,5,5,Cost of cheaply produced food being significantly lower than locally/low footprint foods,26,18,26,,5,35,5,5,7,4,5,3,6,1,2,3,1,7,6,5,4,8,2,31,31,31,31,30,32,31,30,30,27
2023-05-18 08:37:46,2023-05-18 08:41:06,0,84.70.85.5,100,200,1,2023-05-18 08:41:07,R_3sohpbELhJjkEya,,,,,53.6562,-1.4326,anonymous,EN,0.8999999761581421,011,6,6,2,6,6,6,6,,26,18,26,,5,34,6,5,5,4,2,7,6,1,3,5,6,4,3,8,2,1,7,31,31,30,30,30,30,29,29,31,26
2023-05-18 09:00:56,2023-05-18 09:06:07,0,92.40.173.50,100,310,1,2023-05-18 09:06:08,R_eVybbv8AZw7yYZH,,,,,51.3878,-0.2945,anonymous,EN,1,017,6,5,3,6,5,5,6,,26,18,25,,6,33,4,4,7,5,3,4,6,1,2,8,1,6,4,3,7,5,2,31,31,31,32,30,31,30,30,28,27
2023-05-18 17:08:54,2023-05-18 17:14:25,0,178.85.121.25,100,331,1,2023-05-18 17:14:26,R_22rx2llcfJ0KD0x,,,,,52.6325,4.7538,anonymous,EN,1,020,6,6,1,7,5,5,6,,26,17,24,,3,31,5,2,5,3,2,6,7,1,4,5,3,4,1,8,7,2,6,31,31,32,32,29,31,31,30,32,25
2023-05-22 08:39:33,2023-05-22 09:01:51,0,84.70.85.5,100,1337,1,2023-05-22 09:01:52,R_2WSHpeMmom8SpXq,,,,,53.6562,-1.4326,anonymous,EN,1,019,6,6,2,7,7,5,6,,26,18,26,,5,34,5,5,6,3,5,4,7,1,2,7,5,4,1,8,2,3,6,30,31,31,31,29,30,31,30,28,26
2023-05-23 09:37:39,2023-05-23 09:40:52,0,78.145.203.57,100,192,1,2023-05-23 09:40:53,R_1IRRuQ9e5min6NA,,,,,53.2893,-3.4675,anonymous,EN,0.8999999761581421,015,7,6,2,5,5,6,6,,26,18,25,,6,35,6,6,7,3,5,4,6,1,2,4,5,2,1,6,3,8,7,31,30,32,32,31,32,31,31,30,27
2023-05-23 09:50:01,2023-05-23 09:55:21,0,86.24.71.233,100,319,1,2023-05-23 09:55:22,R_3z1R3HrelaVsoed,,,,,54.5245,-1.551,anonymous,EN,0.8999999761581421,024,7,5,1,6,6,5,6,,26,18,26,,6,34,5,4,7,5,1,4,6,3,2,8,6,3,2,5,1,4,7,31,31,31,30,30,30,31,31,27,26
2023-05-23 11:24:03,2023-05-23 11:29:14,0,159.242.69.70,100,311,1,2023-05-23 11:29:15,R_33Byzqwl8tMyDuV,,,,,52.6733,-1.1913,anonymous,EN,0.8999999761581421,025,6,6,2,6,5,5,5,"The good taste of middle class life ! ",26,18,25,,5,33,4,4,7,1,5,6,4,2,3,5,4,6,8,1,3,7,2,31,31,31,30,31,32,31,31,30,27
2023-05-23 15:04:05,2023-05-23 15:08:22,0,82.33.112.125,100,256,1,2023-05-23 15:08:23,R_1i3ChEVKaSQ3PPl,,,,,54.9735,-1.5673,anonymous,EN,1,022,7,6,1,7,6,6,5,Laziness and the desire to eat out of season fruit/vegetables,26,17,24,,5,33,5,4,7,5,1,4,6,2,3,4,3,1,6,8,2,7,5,30,32,32,32,30,31,31,31,29,26
2023-05-23 15:57:17,2023-05-23 18:14:01,0,128.240.225.60,100,8203,1,2023-05-23 18:14:01,R_2xRCSQ17odanD80,,,,,54.9881,-1.6194,anonymous,EN,1,023,6,5,2,6,5,5,6,,25,18,25,,6,33,7,5,6,3,5,7,4,2,1,3,2,6,7,1,4,8,5,29,30,30,30,31,31,31,31,29,26
2023-05-24 12:05:26,2023-05-24 12:13:12,0,146.198.135.39,100,465,1,2023-05-24 12:13:13,R_2c0jH8Bfdxlmbeh,,,,,54.9735,-1.5673,anonymous,EN,1,013,6,6,3,5,5,3,3,"Access to foods, cost/finances, balancing with nutrition, mix of easy to store or cook and time to cook, and balancing environmental interests (low water consumption, low plastics).",24,17,22,,3,32,5,5,6,4,1,5,7,3,2,8,4,3,2,6,1,5,7,30,31,31,30,30,30,30,30,30,24
2023-05-25 09:21:34,2023-05-25 09:29:55,0,86.164.192.41,100,500,1,2023-05-25 09:29:56,R_1I6QexE582LIT2A,,,,,54.9735,-1.5673,anonymous,EN,1,018,6,6,2,5,5,5,4,"Lack of choice between higher and lower footprint options. For example, can't buy some types of frozen veg, only green veg available fresh is airfreighted, alternative swaps are not similar replacements.",25,18,25,,5,33,5,2,7,3,1,5,6,2,4,8,4,5,1,7,3,2,6,31,28,31,32,30,32,31,30,27,22
2023-05-25 10:58:16,2023-05-25 11:10:58,0,146.75.168.38,100,761,1,2023-05-25 11:10:59,R_5sYgL0V3i7caNtD,,,,,51.4794,-0.2912,anonymous,EN,0.8999999761581421,027,6,5,3,5,5,6,6,,25,19,25,,5,33,4,4,6,5,1,7,2,3,4,6,5,4,1,8,3,2,7,31,30,30,30,29,32,30,29,30,26
2023-05-25 11:51:53,2023-05-25 11:57:33,0,82.132.187.198,100,339,1,2023-05-25 11:57:34,R_d5SlRkMRon9T8Nb,,,,,53.8318,-1.5358,anonymous,EN,0.8999999761581421,021,7,6,1,7,6,5,5,"Knowing differences between certain foods and why ie. Different types of cheese ",26,19,27,,7,34,6,6,6,2,7,4,5,1,3,3,2,1,4,8,5,7,6,29,32,31,30,30,31,32,32,31,27
2023-05-26 12:05:44,2023-05-26 12:10:56,0,92.40.201.215,100,312,1,2023-05-26 12:10:57,R_2v8hW7OvSfnpZO9,,,,,54.5744,-1.2317,anonymous,EN,1,030,6,5,2,5,6,6,6,,26,19,27,,6,34,2,2,7,5,1,6,4,3,2,1,4,6,7,2,8,5,3,32,32,32,31,31,32,31,31,31,27
2023-05-26 16:54:41,2023-05-26 16:59:53,0,86.128.181.81,100,311,1,2023-05-26 16:59:54,R_3EhDyPKqyReEUAr,,,,,54.9735,-1.5673,anonymous,EN,0.8999999761581421,026,6,5,5,5,6,5,5,"Packaging of foods and lack of knowledge of the alternatives. ",26,18,24,,6,34,6,6,7,2,3,1,4,6,5,3,2,6,8,5,1,7,4,32,31,31,30,30,31,31,32,29,26
2023-05-27 07:06:53,2023-05-27 07:11:48,0,109.159.61.132,100,294,1,2023-05-27 07:11:49,R_2dzhkmRCDNT5DFb,,,,,52.6667,-0.6667,anonymous,EN,1,031,6,6,2,6,6,5,6,,26,17,25,,6,35,4,4,7,5,4,6,3,1,2,6,2,1,8,5,3,7,4,31,28,29,28,30,31,30,30,30,26
2023-05-31 16:14:29,2023-05-31 16:36:06,0,90.242.87.237,100,1297,1,2023-05-31 16:36:07,R_1Nkr3YZQV1OOWdX,,,,,53.7663,-1.5695,anonymous,EN,1,029,7,6,2,6,7,5,5,"access to low carbon footprint stores/shops, time ",26,18,26,,6,34,6,5,6,1,7,5,4,3,2,3,2,6,5,4,1,7,8,31,31,30,30,31,31,31,30,32,27
2023-06-01 10:48:12,2023-06-01 10:54:48,0,85.255.232.252,100,396,1,2023-06-01 10:54:49,R_27D6i0TA9rmphka,,,,,51.4964,-0.1224,anonymous,EN,1,028,6,5,2,5,6,5,5,"knowledge, time, £",25,17,24,,5,32,5,5,6,2,1,5,7,4,3,2,3,1,4,7,5,8,6,30,31,31,30,30,31,31,30,30,25
2023-06-01 10:48:15,2023-06-01 10:56:37,0,31.94.8.154,100,502,1,2023-06-01 10:56:38,R_3n7cD7B0KxMVRo8,,,,,51.5245,-0.1567,anonymous,EN,0.800000011920929,039,6,5,2,5,5,5,5,"Time, accessibility, knowledge ",24,17,25,,5,33,4,4,5,2,1,3,4,7,6,5,7,1,3,8,4,2,6,30,29,30,30,30,32,30,30,31,26
2023-06-09 09:44:21,2023-06-09 09:54:55,0,31.94.9.50,100,634,1,2023-06-09 09:54:55,R_3fkRGZV6X2RXipv,,,,,51.5268,-0.187,anonymous,EN,0.8999999761581421,32,6,5,2,5,6,5,6,,26,18,26,,6,33,5,5,6,5,3,4,7,1,2,2,1,8,7,5,3,6,4,29,30,28,30,30,32,30,30,28,26
